uid,title,types,sourceTypes,citations,source.sourceTitle,source.publishYear,source.publishMonth,source.volume,source.supplement,source.pages.range,source.pages.begin,source.pages.end,source.pages.count,names.authors,links.record,identifiers.issn,identifiers.eissn,keywords.authorKeywords,source.issue,links.references,links.related,identifiers.doi,identifiers.pmid,names.bookCorp,identifiers.isbn,names.bookEditors,source.specialIssue,identifiers.eisbn,source.articleNumber,names.corp
WOS:000265794900003,ON PRIOR SELECTION FOR THE MIXTURE OF RAYLEIGH DISTRIBUTION USING PREDICTIVE INTERVALS,['Article'],['Article'],"[{'db': 'WOK', 'count': 18}]",PAKISTAN JOURNAL OF STATISTICS,2008,JAN,24,,21-35,21,35,15,"[{'displayName': 'Saleem, Muhammad', 'wosStandard': 'Saleem, M', 'researcherId': 'KRV-0552-2024'}, {'displayName': 'Aslam, Muhammad', 'wosStandard': 'Aslam, M', 'researcherId': 'GRS-8220-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000265794900003&DestLinkType=FullRecord&DestApp=WOS_CPL,1012-9367,,"['Mixture distribution', 'Weibull model', 'Inverted Chi distribution', 'Inverted Rayleigh distribution', 'Square Root Inverted Gamma distribution', 'Bayes Predictive Interval', 'censored sampling']",1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000265794900003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000265794900003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,,,,,,,,
WOS:000263680500031,Proximity and Intelligent Assistance for Web Cooperative Production,['Meeting'],['Proceedings Paper'],"[{'db': 'WOK', 'count': 0}]","2008 INTERNATIONAL SYMPOSIUM ON INTELLIGENT INFORMATION TECHNOLOGY APPLICATION, VOL III, PROCEEDINGS",2008,,,,151-+,151,+,2,"[{'displayName': 'Muhammad, Aslam', 'wosStandard': 'Muhammad, A', 'researcherId': 'AAA-6282-2019'}, {'displayName': 'Enriquez, Martinez A. M.', 'wosStandard': 'Enriquez, AMM', 'researcherId': 'CPT-3788-2022'}, {'displayName': 'Decouchant, D.', 'wosStandard': 'Decouchant, D', 'researcherId': 'KEW-8709-2024'}, {'displayName': 'Imaz, Escalada G.', 'wosStandard': 'Imaz, GE', 'researcherId': 'HQQ-1551-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000263680500031&DestLinkType=FullRecord&DestApp=WOS_CPL,,,[],,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000263680500031&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000263680500031&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1109/IITA.2008.579,,,978-0-7695-3497-8,"[{'displayName': 'Zhou, Q'}, {'displayName': 'Luo, J'}]",,,,
WOS:000253648100007,COD reduction from aminoplast industry effluents,['Article'],['Article'],"[{'db': 'WOK', 'count': 3}]",JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN,2008,FEB,30,,33-37,33,37,5,"[{'displayName': 'Khan, Mumtaz', 'wosStandard': 'Khan, M', 'researcherId': 'E-8253-2019'}, {'displayName': 'Khan, Abdur Rahman', 'wosStandard': 'Khan, AR', 'researcherId': 'FDS-0080-2022'}, {'displayName': 'Aslam, Muhammad Tahseen', 'wosStandard': 'Aslam, MT', 'researcherId': 'D-5321-2009'}, {'displayName': 'Shah, Jehangir', 'wosStandard': 'Shah, J', 'researcherId': 'IOQ-4956-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000253648100007&DestLinkType=FullRecord&DestApp=WOS_CPL,0253-5106,,[],1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000253648100007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000253648100007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,,,,,,,,
WOS:000253648100003,Study of atmospheric pollution due to vehicular exhaust at the busy cross roads in Peshawar city (Pakistan) and its minimizing measures,['Article'],['Article'],"[{'db': 'WOK', 'count': 5}]",JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN,2008,FEB,30,,16-19,16,19,4,"[{'displayName': 'Khan, Mumtaz', 'wosStandard': 'Khan, M', 'researcherId': 'E-8253-2019'}, {'displayName': 'Khan, Abdur Rahman', 'wosStandard': 'Khan, AR', 'researcherId': 'FDS-0080-2022'}, {'displayName': 'Aslam, Muhammad Tahseen', 'wosStandard': 'Aslam, MT', 'researcherId': 'D-5321-2009'}, {'displayName': 'Anwer, Tabraiz', 'wosStandard': 'Anwer, T', 'researcherId': 'EOR-4108-2022'}, {'displayName': 'Shah, Jehangir', 'wosStandard': 'Shah, J', 'researcherId': 'IOQ-4956-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000253648100003&DestLinkType=FullRecord&DestApp=WOS_CPL,0253-5106,,[],1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000253648100003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000253648100003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,,,,,,,,
WOS:000318539200028,Exercise and Physical Activity in the Prevention of Diabetes and Metabolic Syndrome,"['Article', 'Book']","['Article', 'Book Chapter']","[{'db': 'WOK', 'count': 1}]",NUTRITIONAL AND THERAPEUTIC INTERVENTIONS FOR DIABETES AND METABOLIC SYNDROME,2012,,,,341-353,341,353,13,"[{'displayName': 'Gostic, Cheri L.', 'wosStandard': 'Gostic, CL', 'researcherId': 'EYV-6209-2022'}, {'displayName': 'Blatt, Dawn', 'wosStandard': 'Blatt, D', 'researcherId': 'ELG-1883-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000318539200028&DestLinkType=FullRecord&DestApp=WOS_CPL,,,[],,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000318539200028&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000318539200028&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/B978-0-12-385083-6.00027-9,,,978-0-12-385083-6,"[{'displayName': 'Bagchi, D'}, {'displayName': 'Sreejayan, N'}]",,978-0-12-385084-3,,
WOS:000331932900024,The Role of Physical Activity in Healthy Living: Its Anti-Inflammatory Effects,"['Article', 'Book']","['Article', 'Book Chapter']","[{'db': 'WOK', 'count': 0}]","INFLAMMATION, ADVANCING AGE AND NUTRITION: RESEARCH AND CLINICAL INTERVENTIONS, 1ST EDITION",2014,,,,279-286,279,286,8,"[{'displayName': 'Gostic, Cheri L.', 'wosStandard': 'Gostic, CL', 'researcherId': 'EYV-6209-2022'}, {'displayName': 'Blatt, Dawn', 'wosStandard': 'Blatt, D', 'researcherId': 'ELG-1883-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000331932900024&DestLinkType=FullRecord&DestApp=WOS_CPL,,,[],,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000331932900024&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000331932900024&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/B978-0-12-397803-5.00023-X,,,978-0-12-397803-5,"[{'displayName': 'Rahman, I'}, {'displayName': 'Bagchi, D'}]",,978-0-12-397807-3,,
WOS:000477857800026,Reducing the Risk of Diabetes and Metabolic Syndrome With Exercise and Physical Activity,"['Article', 'Book']","['Article', 'Book Chapter']","[{'db': 'WOK', 'count': 2}]","NUTRITIONAL AND THERAPEUTIC INTERVENTIONS FOR DIABETES AND METABOLIC SYNDROME, 2ND EDITION",2018,,,,315-327,315,327,13,"[{'displayName': 'Blatt, Dawn', 'wosStandard': 'Blatt, D', 'researcherId': 'ELG-1883-2022'}, {'displayName': 'Gostic, Cheri L.', 'wosStandard': 'Gostic, CL', 'researcherId': 'EYV-6209-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000477857800026&DestLinkType=FullRecord&DestApp=WOS_CPL,,,[],,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000477857800026&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000477857800026&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/B978-0-12-812019-4.00025-8,,,978-0-12-812019-4,"[{'displayName': 'Bagchi, D'}, {'displayName': 'Nair, S'}]",,978-0-12-812008-8,,
WOS:000226266000002,Level of response to alcohol and brain response during visual working memory,['Article'],['Article'],"[{'db': 'WOK', 'count': 62}]",JOURNAL OF STUDIES ON ALCOHOL,2004,NOV,65,,692-700,692,700,9,"[{'displayName': 'Tapert, SF', 'wosStandard': 'Tapert, SF', 'researcherId': 'AAE-8208-2020'}, {'displayName': 'Pulido, C', 'wosStandard': 'Pulido, C', 'researcherId': 'FRL-3013-2022'}, {'displayName': 'Paulus, MP', 'wosStandard': 'Paulus, MP', 'researcherId': 'DKO-2639-2022'}, {'displayName': 'Schuckit, MA', 'wosStandard': 'Schuckit, MA', 'researcherId': 'DSN-1501-2022'}, {'displayName': 'Burke, C', 'wosStandard': 'Burke, C', 'researcherId': 'JEM-6919-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000226266000002&DestLinkType=FullRecord&DestApp=WOS_CPL,0096-882X,,[],6,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000226266000002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000226266000002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.15288/jsa.2004.65.692,15700505,,,,,,,
WOS:000245175002030,MRI safety in patients with ITB,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",NEUROLOGY,2007,MAR 20,68,1,A276-A276,A276,A276,1,"[{'displayName': 'Gudesblatt, Mark', 'wosStandard': 'Gudesblatt, M', 'researcherId': 'EZC-6525-2022'}, {'displayName': 'Zarif, Myassar', 'wosStandard': 'Zarif, M', 'researcherId': 'CKU-4255-2022'}, {'displayName': 'Rosen, Bonnie', 'wosStandard': 'Rosen, B', 'researcherId': 'FVK-2799-2022'}, {'displayName': 'Bumstead, Barbara', 'wosStandard': 'Bumstead, B', 'researcherId': 'CHD-0647-2022'}, {'displayName': 'Heyward, Latidra', 'wosStandard': 'Heyward, L', 'researcherId': 'FDS-9289-2022'}, {'displayName': 'Cruz, Lourdes', 'wosStandard': 'Cruz, L', 'researcherId': 'IBK-6807-2023'}, {'displayName': 'Fafard, Lori', 'wosStandard': 'Fafard, L', 'researcherId': 'ETO-0249-2022'}, {'displayName': 'Reynolds, James', 'wosStandard': 'Reynolds, J', 'researcherId': 'INY-2872-2023'}, {'displayName': 'Seidel, Carol', 'wosStandard': 'Seidel, C', 'researcherId': 'DSN-1541-2022'}, {'displayName': 'Burke, Christina', 'wosStandard': 'Burke, C', 'researcherId': 'ENZ-5232-2022'}, {'displayName': 'Dunne, Anne', 'wosStandard': 'Dunne, A', 'researcherId': 'ESO-0780-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000245175002030&DestLinkType=FullRecord&DestApp=WOS_CPL,0028-3878,,[],12,,,,,,,,,,,
WOS:000245175001153,Multiple sclerosis: Fatigue and sleep disorders,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",NEUROLOGY,2007,MAR 20,68,1,A165-A166,A165,A166,2,"[{'displayName': 'Gudesblatt, Mark', 'wosStandard': 'Gudesblatt, M', 'researcherId': 'EZC-6525-2022'}, {'displayName': 'Zarif, Myassar', 'wosStandard': 'Zarif, M', 'researcherId': 'CKU-4255-2022'}, {'displayName': 'Bumstead, Barbara', 'wosStandard': 'Bumstead, B', 'researcherId': 'CHD-0647-2022'}, {'displayName': 'Heyward, Latidra', 'wosStandard': 'Heyward, L', 'researcherId': 'FDS-9289-2022'}, {'displayName': 'Cruz, Lourdes', 'wosStandard': 'Cruz, L', 'researcherId': 'IBK-6807-2023'}, {'displayName': 'Dunne, Anne', 'wosStandard': 'Dunne, A', 'researcherId': 'ESO-0780-2022'}, {'displayName': 'Burke, Christina', 'wosStandard': 'Burke, C', 'researcherId': 'ENZ-5232-2022'}, {'displayName': 'Seidel, Carol', 'wosStandard': 'Seidel, C', 'researcherId': 'DSN-1541-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000245175001153&DestLinkType=FullRecord&DestApp=WOS_CPL,0028-3878,,[],12,,,,,,,,,,,
WOS:000411279005019,Multiple Sclerosis and EDSS: A Walking Scale Standing on No Apparent Legs,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 1}]",NEUROLOGY,2016,APR 5,86,16,,,,2,"[{'displayName': 'Zarif, Myassar', 'wosStandard': 'Zarif, M', 'researcherId': 'CKU-4255-2022'}, {'displayName': 'Wissemann, Karl', 'wosStandard': 'Wissemann, K', 'researcherId': 'DYJ-6310-2022'}, {'displayName': 'Marcote, Peter', 'wosStandard': 'Marcote, P', 'researcherId': 'DGQ-9288-2022'}, {'displayName': 'Bumstead, Barbara', 'wosStandard': 'Bumstead, B', 'researcherId': 'CHD-0647-2022'}, {'displayName': 'Burke, Christina', 'wosStandard': 'Burke, C', 'researcherId': 'ENZ-5232-2022'}, {'displayName': 'Fafard, Lori', 'wosStandard': 'Fafard, L', 'researcherId': 'ETO-0249-2022'}, {'displayName': 'Thotam, Smitha', 'wosStandard': 'Thotam, S', 'researcherId': 'GGJ-1332-2022'}, {'displayName': 'Buhse, Marijean', 'wosStandard': 'Buhse, M', 'researcherId': 'EPH-8943-2022'}, {'displayName': 'Sosnoff, Jacob', 'wosStandard': 'Sosnoff, J', 'researcherId': 'IHG-4767-2023'}, {'displayName': 'Muratori, Lisa', 'wosStandard': 'Muratori, L', 'researcherId': 'GQU-6377-2022'}, {'displayName': 'Gudesblatt, Mark', 'wosStandard': 'Gudesblatt, M', 'researcherId': 'EZC-6525-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000411279005019&DestLinkType=FullRecord&DestApp=WOS_CPL,0028-3878,1526-632X,[],,,,,,,,,,,,
WOS:000411279005215,"Multiple Sclerosis, EDSS and Walking: Computerized Objective Gait Analysis of the Impact of a 6-Minute Timed Walk on Selected Gait Characteristics in People with Multiple Sclerosis - Putting Long Legs on a Walking Scale",['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",NEUROLOGY,2016,APR 5,86,16,,,,2,"[{'displayName': 'Burke, Christina', 'wosStandard': 'Burke, C', 'researcherId': 'ENZ-5232-2022'}, {'displayName': 'Gudesblatt, Mark', 'wosStandard': 'Gudesblatt, M', 'researcherId': 'EZC-6525-2022'}, {'displayName': 'Wissemann, Karl', 'wosStandard': 'Wissemann, K', 'researcherId': 'DYJ-6310-2022'}, {'displayName': 'Zarif, Myassar', 'wosStandard': 'Zarif, M', 'researcherId': 'CKU-4255-2022'}, {'displayName': 'Bumstead, Barbara', 'wosStandard': 'Bumstead, B', 'researcherId': 'CHD-0647-2022'}, {'displayName': 'Fafard, Lori', 'wosStandard': 'Fafard, L', 'researcherId': 'ETO-0249-2022'}, {'displayName': 'Thotam, Smitha', 'wosStandard': 'Thotam, S', 'researcherId': 'GGJ-1332-2022'}, {'displayName': 'Magel, John', 'wosStandard': 'Magel, J', 'researcherId': 'IMY-5269-2023'}, {'displayName': 'Buhse, Marijean', 'wosStandard': 'Buhse, M', 'researcherId': 'EPH-8943-2022'}, {'displayName': 'Muratori, Lisa', 'wosStandard': 'Muratori, L', 'researcherId': 'GQU-6377-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000411279005215&DestLinkType=FullRecord&DestApp=WOS_CPL,0028-3878,1526-632X,[],,,,,,,,,,,,
WOS:000429034600311,A Preliminary Investigation into the Relationship between the Msws-12 and an Objective Multi-Dimensional Digital Gait Analysis,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",MULTIPLE SCLEROSIS JOURNAL,2018,FEB,24,1,138-138,138,138,1,"[{'displayName': 'Gudesblatt, Mark', 'wosStandard': 'Gudesblatt, M', 'researcherId': 'EZC-6525-2022'}, {'displayName': 'Trebing, Stacy', 'wosStandard': 'Trebing, S', 'researcherId': 'EBI-1441-2022'}, {'displayName': 'Burke, Christina', 'wosStandard': 'Burke, C', 'researcherId': 'ENZ-5232-2022'}, {'displayName': 'Wissemann, Karl', 'wosStandard': 'Wissemann, K', 'researcherId': 'DYJ-6310-2022'}, {'displayName': 'Zarif, Myassar', 'wosStandard': 'Zarif, M', 'researcherId': 'CKU-4255-2022'}, {'displayName': 'Bumstead, Barbara', 'wosStandard': 'Bumstead, B', 'researcherId': 'CHD-0647-2022'}, {'displayName': 'Fafard, Lori', 'wosStandard': 'Fafard, L', 'researcherId': 'ETO-0249-2022'}, {'displayName': 'Buhse, Marijean', 'wosStandard': 'Buhse, M', 'researcherId': 'EPH-8943-2022'}, {'displayName': 'Blitz, Karen', 'wosStandard': 'Blitz, K', 'researcherId': 'CHF-0233-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000429034600311&DestLinkType=FullRecord&DestApp=WOS_CPL,1352-4585,1477-0970,[],,,,,,,,,,,,
WOS:000443897300005,The future of higher education in Ireland: a postcolonial perspective,['Article'],['Article'],"[{'db': 'WOK', 'count': 0}]",JOURNAL OF HIGHER EDUCATION POLICY AND MANAGEMENT,2018,,40,,458-469,458,469,12,"[{'displayName': 'Burke, Christina', 'wosStandard': 'Burke, C', 'researcherId': 'ENZ-5232-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000443897300005&DestLinkType=FullRecord&DestApp=WOS_CPL,1360-080X,1469-9508,"['Ireland', 'higher education', 'postcolonial theory', 'neoliberalism', 'Heritage & Culture']",5,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000443897300005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000443897300005&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1080/1360080X.2018.1502605,,,,,,,,
WOS:000453090803270,A Preliminary Investigation into the Relationship between the Multiple Sclerosis Walking Scale (MSWS-12) and an Objective Multi-dimensional Digital Gait Analysis,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",NEUROLOGY,2018,APR 10,90,15,,,,2,"[{'displayName': 'Gudesblatt, Mark', 'wosStandard': 'Gudesblatt, M', 'researcherId': 'EZC-6525-2022'}, {'displayName': 'Trebing, Stacy', 'wosStandard': 'Trebing, S', 'researcherId': 'EBI-1441-2022'}, {'displayName': 'Burke, Christina', 'wosStandard': 'Burke, C', 'researcherId': 'ENZ-5232-2022'}, {'displayName': 'Wissemann, Karl', 'wosStandard': 'Wissemann, K', 'researcherId': 'DYJ-6310-2022'}, {'displayName': 'Zarif, Myassar', 'wosStandard': 'Zarif, M', 'researcherId': 'CKU-4255-2022'}, {'displayName': 'Bumstead, Barbara', 'wosStandard': 'Bumstead, B', 'researcherId': 'CHD-0647-2022'}, {'displayName': 'Fafard, Lori', 'wosStandard': 'Fafard, L', 'researcherId': 'ETO-0249-2022'}, {'displayName': 'Buhse, Marijean', 'wosStandard': 'Buhse, M', 'researcherId': 'EPH-8943-2022'}, {'displayName': 'Blitz-Shabbir, Karen', 'wosStandard': 'Blitz-Shabbir, K', 'researcherId': 'EMM-9636-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000453090803270&DestLinkType=FullRecord&DestApp=WOS_CPL,0028-3878,1526-632X,[],,,,,,,,,,,,
WOS:000453090803265,"Multiple Sclerosis, Gait and Digital Devices: A Comparison of Two FDA approved validated devices that provide multidimensional quantifiable gait parameters in People with Multiple Sclerosis (PwMS)",['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 1}]",NEUROLOGY,2018,APR 10,90,15,,,,2,"[{'displayName': 'Gudesblatt, Mark', 'wosStandard': 'Gudesblatt, M', 'researcherId': 'EZC-6525-2022'}, {'displayName': 'Trebing, Stacy', 'wosStandard': 'Trebing, S', 'researcherId': 'EBI-1441-2022'}, {'displayName': 'Burke, Christina', 'wosStandard': 'Burke, C', 'researcherId': 'ENZ-5232-2022'}, {'displayName': 'Wissemann, Karl', 'wosStandard': 'Wissemann, K', 'researcherId': 'DYJ-6310-2022'}, {'displayName': 'Zarif, Myassar', 'wosStandard': 'Zarif, M', 'researcherId': 'CKU-4255-2022'}, {'displayName': 'Bumstead, Barbara', 'wosStandard': 'Bumstead, B', 'researcherId': 'CHD-0647-2022'}, {'displayName': 'Fafard, Lori', 'wosStandard': 'Fafard, L', 'researcherId': 'ETO-0249-2022'}, {'displayName': 'Buhse, Marijean', 'wosStandard': 'Buhse, M', 'researcherId': 'EPH-8943-2022'}, {'displayName': 'Blitz-Shabbir, Karen', 'wosStandard': 'Blitz-Shabbir, K', 'researcherId': 'EMM-9636-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000453090803265&DestLinkType=FullRecord&DestApp=WOS_CPL,0028-3878,1526-632X,[],,,,,,,,,,,,
WOS:000470833100021,Residual glandular tissue (RGT) in <i>BRCA1</i>/<i>2</i> germline mutation carriers with unilateral and bilateral prophylactic mastectomies,['Article'],['Article'],"[{'db': 'WOK', 'count': 16}]",SURGICAL ONCOLOGY-OXFORD,2019,JUN,29,,126-133,126,133,8,"[{'displayName': 'Grinstein, Olga', 'wosStandard': 'Grinstein, OG', 'researcherId': 'IDG-6937-2023'}, {'displayName': 'Krug, Barbara', 'wosStandard': 'Krug, BRBRA', 'researcherId': 'ABA-5087-2020'}, {'displayName': 'Hellmic, Martin', 'wosStandard': 'Hellmic, MRT', 'researcherId': 'EZE-2121-2022'}, {'displayName': 'Siedek, Florian', 'wosStandard': 'Siedek, LRA', 'researcherId': 'FXN-2715-2022'}, {'displayName': 'Malter, Wolfram', 'wosStandard': 'Malter, WRA', 'researcherId': 'AAC-4550-2022'}, {'displayName': 'Burke, Christina', 'wosStandard': 'Burke, RTN', 'researcherId': 'CIM-3476-2022'}, {'displayName': 'Schmutzler, Rita', 'wosStandard': 'Schmutzler, RT', 'researcherId': 'IPD-4099-2023'}, {'displayName': 'Maintz, David', 'wosStandard': 'Maintz, D', 'researcherId': 'ABG-3220-2020'}, {'displayName': 'Rhiem, Kerstin', 'wosStandard': 'Rhiem, ET', 'researcherId': 'DNA-5539-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000470833100021&DestLinkType=FullRecord&DestApp=WOS_CPL,0960-7404,1879-3320,"['Residual glandular tissue', 'Breast magnetic resonance imaging', 'Breast cancer', 'BRCA1', 'BRCA2', 'Prophylactic mastectomy']",,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000470833100021&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000470833100021&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/j.suronc.2019.04.009,31196476,,,,,,,
